step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
137,1,F,False,0.0,0.2684,0.253,0.2284,0.2502,-0.2516,0.2264,8.025,stage4_7,cost_asr
138,3,A,True,1.0,0.2901,0.2454,0.2277,0.2367,0.1694,0.8476,,stage4_8,cost_asr
139,0,D,False,0.0,0.3245,0.2117,0.2502,0.2135,-0.3188,0.287,,stage4_8,cost_asr
140,0,F,False,0.0,0.326,0.2123,0.2475,0.2141,-0.287,0.2583,,stage4_8,cost_asr
141,1,E,False,0.0,0.2692,0.2537,0.229,0.248,-0.2264,0.2038,,stage4_7,cost_asr
142,0,D,False,0.0,0.3272,0.2101,0.2482,0.2146,-0.2583,0.2324,5.099,stage4_7,cost_asr
143,2,E,False,0.0,0.3163,0.2618,0.222,0.1999,-0.7668,0.6901,,stage4_7,cost_asr
144,1,A,False,0.0,0.2672,0.2545,0.2296,0.2487,-0.2038,0.1834,,stage4_8,cost_asr
145,0,F,False,0.0,0.3284,0.2105,0.246,0.2151,-0.2324,0.2092,6.768,stage4_7,cost_asr
146,2,F,True,1.0,0.315,0.2609,0.2248,0.1994,0.3099,0.7211,,stage4_8,cost_asr
147,3,E,True,1.0,0.2895,0.245,0.2274,0.2381,0.1524,0.8628,,stage4_7,cost_asr
148,3,D,True,1.0,0.2889,0.2463,0.227,0.2377,0.1372,0.8765,,stage4_8,cost_asr
149,0,A,False,0.0,0.3263,0.2112,0.2468,0.2157,-0.2092,0.1883,5.045,stage4_7,cost_asr
150,0,A,True,1.0,0.3344,0.2088,0.2436,0.2132,0.8117,0.2694,4.688,stage4_7,cost_asr
151,2,D,True,1.0,0.3135,0.2636,0.224,0.1988,0.2789,0.749,,stage4_8,cost_asr
152,0,A,True,1.0,0.3416,0.2066,0.2408,0.211,0.7306,0.3425,4.688,stage4_7,cost_asr
153,0,F,True,1.0,0.338,0.2053,0.247,0.2097,0.6575,0.4082,7.755,stage4_7,cost_asr
154,2,A,True,1.0,0.316,0.2625,0.2233,0.1982,0.251,0.7741,,stage4_8,cost_asr
155,2,F,True,1.0,0.315,0.2618,0.2253,0.1978,0.2259,0.7967,,stage4_8,cost_asr
156,0,A,False,0.0,0.334,0.2065,0.2486,0.2109,-0.4082,0.3674,5.045,stage4_7,cost_asr
157,2,A,True,1.0,0.317,0.261,0.2247,0.1973,0.2033,0.817,,stage4_8,cost_asr
158,0,A,False,0.0,0.3304,0.2075,0.2501,0.212,-0.3674,0.3307,5.045,stage4_7,cost_asr
159,0,D,False,0.0,0.3319,0.2047,0.2509,0.2125,-0.3307,0.2976,,stage4_8,cost_asr
160,1,F,False,0.0,0.2678,0.255,0.2279,0.2492,-0.1834,0.1651,,stage4_8,cost_asr
161,1,D,False,0.0,0.2684,0.2534,0.2284,0.2497,-0.1651,0.1486,,stage4_8,cost_asr
162,1,A,True,1.0,0.2767,0.2505,0.226,0.2469,0.8514,0.2337,4.398,stage4_7,cost_asr
163,2,D,True,1.0,0.3161,0.2627,0.2242,0.197,0.183,0.8353,7.982,stage4_7,cost_asr
164,2,E,False,0.0,0.3194,0.2649,0.2257,0.19,-0.8353,0.7518,,stage4_7,cost_asr
165,0,D,False,0.0,0.3332,0.2021,0.2516,0.213,-0.2976,0.2679,6.21,stage4_7,cost_asr
166,0,E,False,0.0,0.3345,0.2025,0.2523,0.2107,-0.2679,0.2411,,stage4_7,cost_asr
167,3,A,True,1.0,0.2902,0.2459,0.2267,0.2373,0.1235,0.8889,4.599,stage4_7,cost_asr
168,0,E,False,0.0,0.3357,0.2029,0.2529,0.2085,-0.2411,0.217,,stage4_7,cost_asr
169,0,E,False,0.0,0.3367,0.2032,0.2535,0.2066,-0.217,0.1953,,stage4_7,cost_asr
170,3,F,True,1.0,0.2897,0.2456,0.2277,0.2371,0.1111,0.9,10.282,stage4_7,cost_asr
171,0,D,False,0.0,0.3376,0.2015,0.254,0.2069,-0.1953,0.1757,,stage4_8,cost_asr
172,1,F,False,0.0,0.2775,0.2511,0.2239,0.2475,-0.2337,0.2103,6.649,stage4_7,cost_asr
173,2,E,False,0.0,0.3224,0.2668,0.227,0.1838,-0.7518,0.6766,,stage4_7,cost_asr
174,2,A,False,0.0,0.3157,0.2698,0.2292,0.1853,-0.6766,0.609,,stage4_8,cost_asr
175,0,F,False,0.0,0.3386,0.2018,0.2523,0.2073,-0.1757,0.1582,,stage4_8,cost_asr
176,2,D,False,0.0,0.3189,0.2639,0.2309,0.1864,-0.609,0.5481,8.379,stage4_7,cost_asr
177,3,D,True,1.0,0.2893,0.2465,0.2274,0.2368,0.1,0.91,6.91,stage4_7,cost_asr
178,0,F,False,0.0,0.3395,0.2021,0.2508,0.2076,-0.1582,0.1423,,stage4_8,cost_asr
179,0,F,False,0.0,0.3403,0.2024,0.2494,0.2079,-0.1423,0.1281,,stage4_8,cost_asr
180,2,A,True,1.0,0.3234,0.262,0.2293,0.1853,0.4519,0.5933,8.152,stage4_7,cost_asr
181,3,F,True,1.0,0.289,0.2462,0.2282,0.2366,0.09,0.919,10.282,stage4_7,cost_asr
182,2,D,True,1.0,0.3212,0.2659,0.2283,0.1846,0.4067,0.6339,,stage4_8,cost_asr
183,3,D,True,1.0,0.2886,0.247,0.228,0.2363,0.081,0.9271,,stage4_8,cost_asr
184,1,F,False,0.0,0.2782,0.2517,0.222,0.2481,-0.2103,0.1893,16.048,stage4_7,cost_asr
185,0,A,False,0.0,0.339,0.2028,0.25,0.2083,-0.1281,0.1153,,stage4_8,cost_asr
186,1,F,False,0.0,0.2789,0.2523,0.2203,0.2486,-0.1893,0.1704,16.048,stage4_7,cost_asr
187,1,D,False,0.0,0.2795,0.2507,0.2207,0.2491,-0.1704,0.1533,,stage4_8,cost_asr
188,0,E,False,0.0,0.3395,0.203,0.2502,0.2073,-0.1153,0.1038,,stage4_7,cost_asr
189,2,A,True,1.0,0.3249,0.2643,0.227,0.1838,0.3661,0.6705,6.285,stage4_7,cost_asr
190,3,E,True,1.0,0.2884,0.2468,0.2278,0.237,0.0729,0.9344,,stage4_7,cost_asr
191,0,F,True,1.0,0.3345,0.2012,0.2589,0.2054,0.8962,0.1934,7.755,stage4_7,cost_asr
192,2,F,True,1.0,0.3233,0.2633,0.2301,0.1833,0.3295,0.7035,,stage4_8,cost_asr
193,2,E,False,0.0,0.3261,0.265,0.2313,0.1776,-0.7035,0.6331,,stage4_7,cost_asr
194,2,A,True,1.0,0.3297,0.2634,0.23,0.1768,0.3669,0.6698,5.957,stage4_7,cost_asr
195,3,F,True,1.0,0.2881,0.2466,0.2284,0.2368,0.0656,0.9409,,stage4_8,cost_asr
196,2,F,True,1.0,0.3281,0.2624,0.2331,0.1764,0.3302,0.7028,9.255,stage4_7,cost_asr
197,3,F,True,1.0,0.2879,0.2464,0.229,0.2367,0.0591,0.9469,10.282,stage4_7,cost_asr
198,2,D,True,1.0,0.3265,0.2653,0.2323,0.1759,0.2972,0.7326,,stage4_8,cost_asr
199,3,A,True,1.0,0.2884,0.2463,0.2288,0.2365,0.0531,0.9522,,stage4_8,cost_asr
200,3,A,True,1.0,0.2889,0.2461,0.2287,0.2364,0.0478,0.957,,stage4_8,cost_asr
